Nom,Prix,Site web,Catégorie,Date de collecte,Promotions
"ASUS A15 TUF507RC-HN011W – Ryzen 7-6800H, RTX 3050, 8GB, 512GB","8,499.00MAD",SetupGame.ma,laptops,2025-02-05,"10,099.00MAD"
"ASUS TUF 506HEB-HN150T – Core™ i5 11th, RTX 3050Ti, 8GB, 512GB","8,499.00MAD",SetupGame.ma,laptops,2025-02-05,"10,199.00MAD"
"ASUS TUF F15 FX516PE – Core™ i5 11th, RTX 3050Ti, 8GB, 512GB","8,499.00MAD",SetupGame.ma,laptops,2025-02-05,"9,799.00MAD"
"ASUS TUF F17 F706H – Core™ i5 11th, RTX 3050Ti, 8GB, 512GB","8,499.00MAD",SetupGame.ma,laptops,2025-02-05,"10,099.00MAD"
"ASUS TUF 506HEB-HN150T – Core™ i5 11th, RTX 3050Ti, 16GB, 512GB","8,799.00MAD",SetupGame.ma,laptops,2025-02-05,"10,499.00MAD"
"HP PAVILION GAMING 15-DK2013NK – Core™ i5 11th, RTX 3050, 8GB, 256Go","8,890.00MAD",SetupGame.ma,laptops,2025-02-05,"9,490.00MAD"
"ASUS VIVOBOOK PRO N7600PC-K5W – Core™ i7 11th, RTX 3050, 16GB, 512GB","8,999.00MAD",SetupGame.ma,laptops,2025-02-05,"10,799.00MAD"
"Dell G15 5511 – Core™ i5 11th, RTX 3050, 8GB, 256GB","9,190.00MAD",SetupGame.ma,laptops,2025-02-05,"10,990.00MAD"
"HP PAVILION GAMING 15-DK2013NK – Core™ i5 11th, RTX 3050, 16GB, 256Go","9,190.00MAD",SetupGame.ma,laptops,2025-02-05,"9,790.00MAD"
HyperX Cloud Alpha S ( Noir ),"1,199.00MAD",SetupGame.ma,laptops,2025-02-05,"1,499.00MAD"
HyperX Alloy Origins 60,"1,199.00MAD",SetupGame.ma,laptops,2025-02-05,"1,399.00MAD"
HyperX Quadcast S Noir,"1,649.00MAD",SetupGame.ma,laptops,2025-02-05,"2,149.00MAD"
HyperX Cloud Stinger 2 Core (PC),499.00MAD,SetupGame.ma,laptops,2025-02-05,599.00MAD
HyperX Cloud III ( Noir ),"1,099.00MAD",SetupGame.ma,laptops,2025-02-05,"1,399.00MAD"
HyperX Cloud Alpha Rouge,899.00MAD,SetupGame.ma,laptops,2025-02-05,"1,099.00MAD"
HyperX Cloud III ( Rouge ),"1,099.00MAD",SetupGame.ma,laptops,2025-02-05,"1,399.00MAD"
Y60 – INTEL CORE ULTRA 7 265KF-RTX 4060Ti 16Go,"25,899.00MAD",SetupGame.ma,laptops,2025-02-05,"29,799.00MAD"
"Dell G15 5511 – Core™ i5 11th, RTX 3050, 16GB, 256GB","9,490.00MAD",SetupGame.ma,laptops,2025-02-05,"11,390.00MAD"
"ASUS TUF DASH FX516PC-HN001W – Core™ i7 11th, RTX 3050, 8GB, 512GB","9,599.00MAD",SetupGame.ma,laptops,2025-02-05,"11,499.00MAD"
"Dell G15 5511 – Core™ i5 11th, RTX 3050Ti, 8GB, 512GB","9,690.00MAD",SetupGame.ma,laptops,2025-02-05,"11,690.00MAD"
"MSI Thin GF63 12UC – Core™ i5 12th, RTX 3050, 8GB, 512GB","9,699.00MAD",SetupGame.ma,laptops,2025-02-05,"11,599.00MAD"
"ASUS TUF DASH FX516PC-HN001W – Core™ i7 11th, RTX 3050, 16GB, 512GB","9,799.00MAD",SetupGame.ma,laptops,2025-02-05,"11,699.00MAD"
"Dell G15 5511 – Core™ i5 11th, RTX 3050Ti, 16GB, 512GB","9,990.00MAD",SetupGame.ma,laptops,2025-02-05,"11,990.00MAD"
"MSI Thin GF63 12UC – Core™ i5 12th, RTX 3050, 16GB, 512GB","9,999.00MAD",SetupGame.ma,laptops,2025-02-05,"11,999.00MAD"
"LENOVO LOQ 15IRX9 – Core™ i5 13th, RTX 3050, 16GB, 512GB","9,999.00MAD",SetupGame.ma,laptops,2025-02-05,"13,499.00MAD"
"HP OMEN 15-EK0002NK – Core™ i7 10th, GTX 1660Ti, 16GB, 1To","10,499.00MAD",SetupGame.ma,laptops,2025-02-05,"12,599.00MAD"
"MSI GF63 Thin 11UD-1043XFR – Core™ i5 11th, RTX 3050Ti, 8GB, 512GB","10,590.00MAD",SetupGame.ma,laptops,2025-02-05,"11,590.00MAD"
"MSI GF63 Thin 11UD-1043XFR – Core™ i5 11th, RTX 3050Ti, 16GB, 512GB","10,990.00MAD",SetupGame.ma,laptops,2025-02-05,"11,990.00MAD"
"Gigabyte G5 KF – Core™ i5 12th, RTX 4060, 16GB, 512GB","10,990.00MAD",SetupGame.ma,laptops,2025-02-05,"13,190.00MAD"
ASUS PRIME B550M-K,"1,299.00MAD",SetupGame.ma,laptops,2025-02-05,"1,499.00MAD"
ASUS TUF Gaming VG24VQER 23.6″ 180Hz,"1,699.00MAD",SetupGame.ma,laptops,2025-02-05,"2,299.00MAD"
ASUS ProArt PA279CRV 27″ LED IPS 4K,"6,999.00MAD",SetupGame.ma,laptops,2025-02-05,"8,399.00MAD"
ASUS TUF Gaming VG249Q3A 23.8″ 180Hz,"1,599.00MAD",SetupGame.ma,laptops,2025-02-05,"2,099.00MAD"
Hybrok 31.5″ HG32QHD 170Hz 1ms,"2,699.00MAD",SetupGame.ma,laptops,2025-02-05,"3,299.00MAD"
HyperX Cloud Alpha S ( Noir ),"1,199.00MAD",SetupGame.ma,laptops,2025-02-05,"1,499.00MAD"
HyperX Alloy Origins 60,"1,199.00MAD",SetupGame.ma,laptops,2025-02-05,"1,399.00MAD"
HyperX Quadcast S Noir,"1,649.00MAD",SetupGame.ma,laptops,2025-02-05,"2,149.00MAD"
"MSI GF63 11SC-659XMA – Core™ i7 11th, GTX 1650, 16GB, 512GB","10,999.00MAD",SetupGame.ma,laptops,2025-02-05,"14,499.00MAD"
"HP OMEN 15-EK0002NK – Core™ i7 10th, GTX 1660Ti, 32GB, 1To","10,999.00MAD",SetupGame.ma,laptops,2025-02-05,"13,199.00MAD"
"MSI Thin GF63 12UC – Core™ i7 12th, RTX 3050, 16GB, 512GB","11,490.00MAD",SetupGame.ma,laptops,2025-02-05,"13,690.00MAD"
"Dell G15 5510 – Core™ i7 10th, RTX 3060, 16GB, 512GB","11,990.00MAD",SetupGame.ma,laptops,2025-02-05,"15,490.00MAD"
"Pc Portable Gaming ACER NITRO 5 AN515-57-529L – RTX 3070, Core™ i5 11th Génération – NEUF SANS EMBALLAGE","11,990.00MAD",SetupGame.ma,laptops,2025-02-05,"13,490.00MAD"
"Dell G15 5511 – Core™ i7 11th, RTX 3050Ti, 16GB, 512GB","11,990.00MAD",SetupGame.ma,laptops,2025-02-05,"13,990.00MAD"
"MSI BRAVO 15 B5DD-299XMA – Ryzen R7-5800H, RX 5500M, 16GB, 512GB","12,999.00MAD",SetupGame.ma,laptops,2025-02-05,"14,499.00MAD"
"LENOVO LOQ 15IRX9 – Core™ i7 13th, RTX 4050, 16GB, 512GB","13,899.00MAD",SetupGame.ma,laptops,2025-02-05,"15,399.00MAD"
"MSI Cyborg 15 A12VE – Core™ i7 12th, RTX 4050, 16GB, 512GB","13,990.00MAD",SetupGame.ma,laptops,2025-02-05,"16,790.00MAD"
"MSI Cyborg 15 A13VE – Core™ i7 13th, RTX 4050, 16GB, 512GB","14,490.00MAD",SetupGame.ma,laptops,2025-02-05,"17,390.00MAD"
ASUS PRIME B550M-K,"1,299.00MAD",SetupGame.ma,laptops,2025-02-05,"1,499.00MAD"
ASUS TUF Gaming VG24VQER 23.6″ 180Hz,"1,699.00MAD",SetupGame.ma,laptops,2025-02-05,"2,299.00MAD"
ASUS ProArt PA279CRV 27″ LED IPS 4K,"6,999.00MAD",SetupGame.ma,laptops,2025-02-05,"8,399.00MAD"
ASUS TUF Gaming VG249Q3A 23.8″ 180Hz,"1,599.00MAD",SetupGame.ma,laptops,2025-02-05,"2,099.00MAD"
Hybrok 31.5″ HG32QHD 170Hz 1ms,"2,699.00MAD",SetupGame.ma,laptops,2025-02-05,"3,299.00MAD"
HyperX Cloud Alpha S ( Noir ),"1,199.00MAD",SetupGame.ma,laptops,2025-02-05,"1,499.00MAD"
HyperX Alloy Origins 60,"1,199.00MAD",SetupGame.ma,laptops,2025-02-05,"1,399.00MAD"
HyperX Quadcast S Noir,"1,649.00MAD",SetupGame.ma,laptops,2025-02-05,"2,149.00MAD"
"Dell G15 5511 – Core™ i7 11th, RTX 3060, 16GB, 1TB","14,590.00MAD",SetupGame.ma,laptops,2025-02-05,"16,590.00MAD"
"Dell G15 5511 – Core™ i7 11th, RTX 3060, 32GB, 1TB","14,990.00MAD",SetupGame.ma,laptops,2025-02-05,"16,990.00MAD"
"Pc Portable Gaming ASUS ROG STRIX 17 – AMD Ryzen 7 6800H, RTX 3060","15,490.00MAD",SetupGame.ma,laptops,2025-02-05,"17,990.00MAD"
"Pc Portable DELL XPS 13-9310 – Core™ i7 11th Génération, Écran Tactile, 4K","15,490.00MAD",SetupGame.ma,laptops,2025-02-05,"19,990.00MAD"
"MSI GF66 KATANA 11UE – Core™ i5 11th, RTX 3050, 16GB, 512GB","15,999.00MAD",SetupGame.ma,laptops,2025-02-05,"16,499.00MAD"
"MSI Bravo 15 C7VFK – Ryzen 7 7735HS, RTX 4060, 16GB, 512GB","16,490.00MAD",SetupGame.ma,laptops,2025-02-05,"19,690.00MAD"
"Pc Portable Gamer MSI GF66 Katana 11UE – Core™ i7 11th Génération, RTX 3050","17,499.00MAD",SetupGame.ma,laptops,2025-02-05,"17,999.00MAD"
"MSI Katana 15 B13VFK – Core™ i9 13th, RTX 4060, 16GB, 1TB","19,490.00MAD",SetupGame.ma,laptops,2025-02-05,"22,390.00MAD"
"AORUS 16X ASG-53FRC54SH – Core™ i7 14th, RTX 4070, 16GB, 1TB","20,499.00MAD",SetupGame.ma,laptops,2025-02-05,"23,499.00MAD"
"MSI GF76 KATANA 11UE – Core™ i7 11th, RTX 3060, 16GB, 1TB","22,499.00MAD",SetupGame.ma,laptops,2025-02-05,"23,499.00MAD"
"MSI LEOPARD GP66 11UE-679XMA – Core™ i7 11th, RTX 3060, 16GB, 512GB","22,799.00MAD",SetupGame.ma,laptops,2025-02-05,"24,149.00MAD"
ASUS PRIME B550M-K,"1,299.00MAD",SetupGame.ma,laptops,2025-02-05,"1,499.00MAD"
ASUS TUF Gaming VG24VQER 23.6″ 180Hz,"1,699.00MAD",SetupGame.ma,laptops,2025-02-05,"2,299.00MAD"
ASUS ProArt PA279CRV 27″ LED IPS 4K,"6,999.00MAD",SetupGame.ma,laptops,2025-02-05,"8,399.00MAD"
ASUS TUF Gaming VG249Q3A 23.8″ 180Hz,"1,599.00MAD",SetupGame.ma,laptops,2025-02-05,"2,099.00MAD"
Hybrok 31.5″ HG32QHD 170Hz 1ms,"2,699.00MAD",SetupGame.ma,laptops,2025-02-05,"3,299.00MAD"
HyperX Cloud Alpha S ( Noir ),"1,199.00MAD",SetupGame.ma,laptops,2025-02-05,"1,499.00MAD"
HyperX Alloy Origins 60,"1,199.00MAD",SetupGame.ma,laptops,2025-02-05,"1,399.00MAD"
HyperX Quadcast S Noir,"1,649.00MAD",SetupGame.ma,laptops,2025-02-05,"2,149.00MAD"
"LENOVO LEGION PRO 5 16IRX9 – Core™ i9 14th, RTX 4060, 32GB, 1TB","23,999.00MAD",SetupGame.ma,laptops,2025-02-05,"25,499.00MAD"
"AORUS 16X ASG-63FRC65SH – Core™ i9 14th, RTX 4070, 32GB, 2TB","24,999.00MAD",SetupGame.ma,laptops,2025-02-05,"26,499.00MAD"
"MSI PULSE GL66 12UEK-619MA – Core™ i7 12th, RTX 3060,16GB, 1TB","25,999.00MAD",SetupGame.ma,laptops,2025-02-05,"27,199.00MAD"
"Pc Portable Gamer MSI Pulse GL76 12UGK-257XMA – Core™ i7 12th Génération, RTX 3070","30,999.00MAD",SetupGame.ma,laptops,2025-02-05,"32,499.00MAD"
ASUS PRIME B550M-K,"1,299.00MAD",SetupGame.ma,laptops,2025-02-05,"1,499.00MAD"
ASUS TUF Gaming VG24VQER 23.6″ 180Hz,"1,699.00MAD",SetupGame.ma,laptops,2025-02-05,"2,299.00MAD"
ASUS ProArt PA279CRV 27″ LED IPS 4K,"6,999.00MAD",SetupGame.ma,laptops,2025-02-05,"8,399.00MAD"
ASUS TUF Gaming VG249Q3A 23.8″ 180Hz,"1,599.00MAD",SetupGame.ma,laptops,2025-02-05,"2,099.00MAD"
Hybrok 31.5″ HG32QHD 170Hz 1ms,"2,699.00MAD",SetupGame.ma,laptops,2025-02-05,"3,299.00MAD"
HyperX Cloud Alpha S ( Noir ),"1,199.00MAD",SetupGame.ma,laptops,2025-02-05,"1,499.00MAD"
HyperX Alloy Origins 60,"1,199.00MAD",SetupGame.ma,laptops,2025-02-05,"1,399.00MAD"
HyperX Quadcast S Noir,"1,649.00MAD",SetupGame.ma,laptops,2025-02-05,"2,149.00MAD"
